"";"Player";"Team";"R";"ACS";"K.D";"KAST";"ADR";"Elo"
"Skeltra";"Skeltra";"SVR";0,86;178,5;0,8;68;121,4;2
"rasmus";"rasmus";"NÖF";0,86;181,6;0,83;64;120,3;2
"Kajuks";"Kajuks";"RIZO";0,86;203,4;0,88;67;136,5;3
"Smoxx";"Smoxx";"TRG";0,86;200,8;0,84;67;137,2;3
"ethos";"ethos";"SKW";0,86;177,4;0,81;67;118;2
"almndra";"almndra";"UC";0,86;210;0,79;65;131;2
"LeVi";"LeVi";"ROG";0,86;205,3;0,85;73;133,1;3
"xqReaper";"xqReaper";"Zeni";0,86;197,1;0,79;66;123;2
"buckky";"buckky";"GD";0,86;165,7;0,78;66;107,8;2
"X1ukey";"1ukey";"Mc";0,86;185,6;0,88;64;118,2;2
"Superduper";"Superduper";"FXG";0,86;186,3;0,85;64;122,7;2
"nPanda";"nPanda";"Zeni";0,86;180,8;0,84;66;117,6;2
"nAhA";"nAhA";"TTW";0,86;181;0,94;63;116;2
"Moji";"Moji";"AE";0,86;182,4;0,83;65;118;2
"Chocol4tE";"Chocol4tE";"SZ";0,86;165,1;0,82;65;103,4;2
"Larischz";"Larischz";"DLR";0,86;165,1;0,81;68;107,8;2
"godvexy";"godvexy";"Medal";0,86;169,1;0,83;69;111,6;2
"m1sfit";"m1sfit";"HEET";0,86;176,4;0,82;68;116,9;2
"Inst1nct";"Inst1nct";"KMK";0,86;166,2;0,75;64;106,6;2
"Mizu";"Mizu";"L2P";0,86;194,6;0,8;59;127,4;2
"Kamuro";"Kamuro";"NVG";0,86;174,2;0,82;67;120,5;2
"YukiEksde";"YukiEksde";"AKQJ";0,86;182,2;0,83;60;118,8;2
"Pingfu";"Pingfu";"QoR";0,86;171,7;0,81;67;113,3;2
"Yotaa";"Yotaa";"VLS";0,86;185,2;0,86;61;124,6;2
"MANNICK";"MANNICK";"PURP";0,86;184,1;0,82;67;124,9;2
"gbzw";"gbzw";"FAKE";0,86;179;0,85;67;118,5;2
"Azzii";"Azzii";"ITB";0,86;193;0,86;64;123,4;2
"Maanish";"Maanish";"QoR";0,86;189,1;0,84;66;120,4;2
"soup";"soup";"PLR";0,86;166,4;0,79;61;107,9;2
"dip.1";"dip";"FWOG";0,86;196,7;0,85;64;132,2;2
"Nyze";"Nyze";"ITB";0,86;160,9;0,77;67;105,5;2
"Neit";"Neit";"GG";0,86;196,8;0,92;66;129,1;2
"Gigi";"Gigi";"NMG";0,86;170,3;0,8;68;114,2;2
"mindle";"mindle";"ODK";0,86;191,2;0,83;68;126,4;2
"Alpha";"Alpha";"CGZ";0,86;217;0,96;66;153,9;3
"Lightning";"Lightning";"TYE";0,86;178,4;0,83;67;116,2;2
"hannabacon";"hannabacon";"LF";0,86;183,4;0,84;65;119,3;2
"iZnoGouD";"iZnoGouD";"NOP";0,86;204,7;0,9;62;132,2;2
"r3p";"r3p";"ex-R5";0,86;186,8;0,85;66;121,8;2
"Link.1";"Link";"ME";0,86;192,6;0,87;63;125,4;2
"Magnus";"Magnus";"PvS";0,86;203,3;0,83;63;135,2;2
"Dsyleixc";"Dsyleixc";"TFT";0,86;192,3;0,91;64;131;2
"EDDITION";"EDDITION";"GOOD";0,86;199,2;0,88;62;129,9;2
"eddystick";"eddystick";"FzF";0,86;196,1;0,85;60;125,9;2
"FeitanN";"FeitanN";"tryo";0,86;174,4;0,73;66;117;2
"Teng";"Teng";"UR";0,85;193,6;0,83;67;126,5;2
"Kazzan";"Kazzan";"Shin";0,85;198;0,85;66;143,5;3
"crakd";"crakd";"SOL";0,85;179,8;0,82;67;120,4;2
"Kosti";"Kosti";"inco";0,85;184,5;0,84;65;127,6;2
"EccentriK";"EccentriK";"YFP";0,85;183,6;0,82;66;122,5;2
"Adam";"Adam";"AME";0,85;197,3;0,83;65;130,4;2
"Naked";"Naked";"UP";0,85;169,8;0,74;69;113,3;2
"NightmareSan";"NightmareSan";"HOWL";0,85;153,7;0,69;70;105,3;2
"kodazy";"kodazy";"ALL";0,85;205,7;0,91;67;140,9;3
"CrosshaiR";"CrosshaiR";"RGE";0,85;180,6;0,82;66;121,7;2
"Jaikoo";"Jaikoo";"SPRX";0,85;198;0,82;67;127,7;2
"Khodor2k";"Khodor2k";"UNT";0,85;222,6;0,92;64;149,8;3
"Rox1de";"Rox1de";"AKQJ";0,85;173,5;0,73;64;113,8;2
"pr0phet";"pr0phet";"K10";0,85;167,9;0,71;64;107,7;2
"jayp";"jayp";"SG";0,85;190;0,84;63;123,9;2
"Nasfi";"Nasfi";"The";0,85;199,3;0,8;61;133,1;2
"Fractured";"Fractured";"LYE";0,85;191,2;0,84;65;130;2
"s1xi";"s1xi";"Eter";0,85;203,1;0,89;63;138,8;3
"RaykiNN";"RaykiNN";"FTW.R";0,85;189,7;0,82;68;127,6;2
"BARBAROSSA";"BARBAROSSA";"VosF";0,85;171,4;0,82;67;114,2;2
"fate";"fate";"RE";0,85;198,7;0,87;64;133,6;2
"dev";"dev";"SLMY";0,85;183;0,8;69;123,7;2
"AntoL";"AntoL";"PUGS";0,85;181,6;0,79;67;121,8;2
"hydra";"hydra";"slayer
																			tgk";0,85;226;0,83;56;129,8;2
"ryota.";"ryota-";"G8S";0,85;187,8;0,89;70;114,5;2
"DcRulz";"DcRulz";"ROG";0,85;178,2;0,89;68;122;2
"zizox";"zizox";"Crew";0,85;168,4;0,86;68;110,8;2
"Dopai";"Dopai";"DM";0,85;180,1;0,78;66;117,7;2
"Radski";"Radski";"who";0,85;180,8;0,86;65;120,1;2
"chai";"chai";"SLR";0,85;186,4;0,83;66;120,8;2
"ALEX";"ALEX";"MDTY";0,85;174,5;0,74;59;107,1;2
"Kayros";"Kayros";"Metr";0,85;179,5;0,79;64;123,9;2
"tetchra";"tetchra";"YFP";0,85;203,6;0,87;65;134;2
"Hopper";"Hopper";"RILL";0,85;187,1;0,83;64;125,2;2
"ROOMPA";"ROOMPA";"NBG";0,85;172,5;0,8;66;116,8;2
"razkiNgz";"razkiNgz";"ASE";0,85;185,8;0,85;59;124,1;2
"Josegxbo";"Josegxbo";"BM";0,85;154,8;0,81;67;102,3;2
"Heero";"Heero";"Flui";0,85;171,2;0,8;63;116,8;2
"Trensiq";"Trensiq";"Fall";0,85;201,1;0,84;65;142,9;3
"lissa";"lissa";"GLP";0,85;178,1;0,84;65;118,8;2
"Kuro";"Kuro";"TU";0,85;165,3;0,78;67;110,2;2
"Andr0idDDD";"Andr0idDDD";"LE";0,85;194,4;0,84;66;125,7;2
"MasH";"MasH";"OutR";0,85;196,3;0,84;67;121,1;2
"MoonBlue";"MoonBlue";"Ecle";0,85;174;0,73;65;115,8;2
"BlackMoose";"BlackMoose";"TK A";0,85;168,2;0,74;64;116,4;2
"euroh";"euroh";"Gods";0,85;176,1;0,83;63;113,7;2
"kingston";"kingston";"SHFT";0,85;180,5;0,83;66;116,1;2
"ImMuTable";"ImMuTable";"OE";0,85;195,6;0,87;64;126,7;2
"Aniemal";"Aniemal";"GX3";0,85;178,3;0,8;68;118,1;2
"leetroy";"leetroy";"PHXE";0,85;161,3;0,82;74;100,4;2
"Targonca";"Targonca";"RN";0,85;197,7;0,87;61;134,3;2
"Flica";"Flica";"SALT";0,85;193,8;0,83;63;134,9;2
"Showtime";"Showtime";"Rise";0,85;194,7;0,93;68;122,6;2
"JunJun";"JunJun";"Cybe";0,85;178,7;0,91;67;116,6;2
"GXN";"GXN";"VLX";0,85;213,3;0,84;59;124,9;2
"smL";"smL";"MRG";0,85;164,8;0,72;56;111,6;1
"Kevyt";"Kevyt";"MC";0,85;182,9;0,84;64;121,2;2
"Frenzy";"Frenzy";"Voya";0,85;181,2;0,73;68;117,3;2
"Stylahhhhh";"Stylahhhhh";"CG";0,85;208;0,91;65;134;3
"GillianH";"GillianH";"YZ";0,85;180;0,81;66;120,6;2
"Leviathan";"Leviathan";"TF";0,85;204,9;0,9;67;130,9;3
"evy";"evy";"MCT";0,85;199,5;0,88;60;133,7;2
"iXeonN";"iXeonN";"DP";0,85;187,7;0,87;65;119,8;2
"zam";"zam";"DLWZK";0,85;186,6;0,84;64;121,2;2
"scarx";"scarx";"WYG";0,85;163,9;0,77;69;107,1;2
"Stokesy";"Stokesy";"eM";0,85;148,6;0,67;69;98,1;1
"Noisia";"Noisia";"WC";0,85;141,2;0,62;67;91,9;1
"Raziiel";"Raziiel";"Team";0,85;183,2;0,84;71;112,5;2
"Marinoz";"Marinoz";"SRPS";0,85;187,2;0,77;58;128,4;2
"stranger";"stranger";"Wave";0,85;184,7;0,85;69;121,4;2
"Bunnileyah";"Bunnileyah";"LEV.F";0,85;192,1;0,94;71;131,3;3
"Scargod";"Scargod";"RNT";0,85;187,2;0,84;64;122,9;2
"Flawless";"Flawless";"NOM.L";0,85;179,8;0,81;63;123;2
"zodiac";"zodiac";"NSR";0,85;192,6;0,86;65;126,1;2
"pr0xy";"pr0xy";"SPG";0,85;184,6;0,81;61;123,8;2
"SeliG";"SeliG";"TNL";0,85;185,3;0,86;68;123,8;2
"trainer";"trainer";"OPTC";0,85;181,4;0,75;67;122,6;2
"Core";"Core";"Gree";0,85;184,9;0,84;65;123,7;2
"ORI4K";"ORI4K";"ATL";0,85;188,2;0,87;66;119,5;2
"MkaeL";"MkaeL";"MRG";0,85;185,4;0,9;70;119,2;2
"Kibo";"Kibo";"GA";0,85;204,5;0,9;69;124,1;2
"verde";"verde";"REVI";0,85;175,3;0,73;60;120,6;2
"Juan";"Juan";"FTL";0,85;188,5;0,83;67;119,9;2
"JinboongE";"JinboongE";"FL";0,85;189,8;0,88;66;122,7;2
"Kiitsee";"Kiitsee";"Wann";0,85;193,9;0,78;67;127;2
"m4xikk";"m4xikk";"Oxuj";0,85;177,4;0,81;67;117;2
"zekei";"zekei";"TR";0,85;193,2;0,81;65;126,1;2
"Cloudey";"Cloudey";"TK A";0,85;190;0,81;67;125,9;2
"stunna";"stunna";"Aspi";0,85;207,3;0,89;63;132,7;2
"vEz";"vEz";"AE";0,85;194,7;0,83;70;125,3;2
"Haru";"Haru";"RE";0,85;182,1;0,88;64;125,1;2
"Hernando";"Hernando";"Roch";0,85;165,2;0,76;68;107,2;2
"Jason";"Jason";"KZ";0,85;191,1;0,8;62;131;2
"Q";"Q";"Bi";0,85;188,1;0,82;65;123,6;2
"Panda";"Panda";"Athe";0,85;241,3;1,11;67;165,4;3
"Flexx";"Flexx";"GodL";0,85;208,9;0,96;67;132,5;3
"Jiren";"Jiren";"RGE";0,85;200,2;0,86;62;120,3;2
"him1k00";"him1k00";"GLAB";0,85;184,2;0,87;62;122,5;2
"Fabulous";"Fabulous";"Sparkle";0,85;190,3;0,92;72;119;2
"Gabr1";"Gabr1";"WYG";0,85;191,1;0,77;67;129,9;2
"Hydroxic";"Hydroxic";"TF";0,85;202,8;0,79;60;130,5;2
"yelf";"yelf";"AMT";0,85;184,5;0,87;66;115,6;2
"Ridder";"Ridder";"PMK";0,85;206,8;0,9;68;133,3;3
"Kongi";"Kongi";"CGN";0,85;176,5;0,83;64;115,3;2
"welyy";"welyy";"Stas";0,85;180,3;0,79;65;123,4;2
"Lucidity";"Lucidity";"ZOL.M";0,85;207,8;0,78;69;136,9;3
"Alpacalypse";"Alpacalypse";"WeSp";0,85;156,5;0,69;69;113,1;2
"yung";"yung";"calculator";0,85;204,9;0,81;67;138,4;3
"HaxZorus";"HaxZorus";"HEETI";0,85;158,9;0,68;66;109;2
"Palla";"Palla";"puGG";0,85;199,1;0,84;64;132,7;2
"Highkeyangel";"Highkeyangel";"26 R";0,85;208,6;0,84;71;140,6;3
"lcdFFF";"lcdFFF";"RN";0,85;202,6;0,84;67;135;2
"churro";"churro";"IluZ";0,85;196;0,84;63;132;2
"Mazza";"Mazza";"TLP";0,85;174,8;0,75;60;121;2
"Tet";"Tet";"GLAB";0,85;203,3;0,87;65;129;2
"zonixx";"zonixx";"BIG";0,85;177,1;0,91;62;118,9;2
"mixtall";"mixtall";"Tek";0,85;174,3;0,9;65;113,2;2
"crixty";"crixty";"CHS";0,85;161,2;0,77;69;105,8;2
"Peloncito";"Peloncito";"SKC";0,85;179,6;0,77;65;120,7;2
"binz";"binz";"SOA";0,85;189;0,86;67;128,1;2
"Cheesyace";"Cheesyace";"TM";0,85;191;0,83;61;122,8;2
"AVELINO";"AVELINO";"KRM";0,85;184;0,88;65;108,8;2
"melo";"melo";"KTRL";0,85;176,7;0,83;67;119,1;2
"Slandy";"Slandy";"MSF";0,85;167,4;0,8;69;112,1;2
"mts";"mts";"Ever";0,85;185,2;0,82;64;123,9;2
"Slq";"Slq";"PURP";0,85;181,4;0,78;67;121,4;2
"JrayN";"JrayN";"DP";0,85;173,2;0,8;65;116,7;2
"notab0";"notab0";"VCTRY";0,85;204,3;0,87;63;138,8;3
"Wizzing";"Wizzing";"EKO";0,85;215,4;0,86;65;150,6;3
"ExiA";"ExiA";"SPG";0,85;171,7;0,79;65;112,4;2
"pAradise";"pAradise";"ATS";0,85;188,2;0,88;61;123,4;2
"Click.1";"Click";"TDK";0,85;166,4;0,83;65;109,5;2
"glow";"glow";"DRX";0,85;197,4;1,01;64;124,3;2
"PPD";"PPD";"KPC";0,85;178,5;0,86;65;118,1;2
"Pine";"Pine";"TMV";0,85;210,4;0,86;62;132,1;2
"Theia";"Theia";"FB";0,85;188,9;0,8;62;129,7;2
"JN";"JN";"VL";0,84;187,5;0,86;62;120,8;2
"Scorteck";"Scorteck";"AllS";0,84;184,7;0,77;63;116,7;2
"Di";"Di";"Wade";0,84;172,5;0,77;69;116,7;2
"Jaf";"Jaf";"eM";0,84;181,1;0,81;64;115,5;2
"Taser";"Taser";"TR";0,84;175,3;0,76;65;119,7;2
"pat";"pat";"SWEN";0,84;188,1;0,82;69;124,5;2
"duhax";"duhax";"Lixa";0,84;192,3;0,88;67;123,1;2
"maryna";"maryna";"ZMM.W";0,84;181,8;0,8;64;122,8;2
"Freckie";"Freckie";"Sain";0,84;180,9;0,77;64;117;2
"YOZGATLIPRENS";"YOZGATLIPRENS";"OS";0,84;160;0,82;75;104,7;2
"bite";"bite";"HH";0,84;189,2;0,82;69;121,2;2
"Jesse.1";"Jesse";"BONK";0,84;169,7;0,82;65;114,4;2
"iLyna";"iLyna";"AWK";0,84;178,4;0,76;64;116,7;2
"DsK";"DsK";"L8R";0,84;187,7;0,72;68;134,4;2
"Pix";"Pix";"1337";0,84;179,7;0,82;66;121;2
"witchblades";"witchblades";"Equi";0,84;188,3;0,66;62;128,6;2
"kael";"kael";"TDK";0,84;192,8;0,84;64;127,4;2
"dre";"dre";"TLP";0,84;170,3;0,75;67;116,3;2
"wiLLzki";"wiLLzki";"AI";0,84;175,7;0,81;68;118,3;2
"hruslin";"hruslin";"ANYW";0,84;190,3;0,78;68;123;2
"Eliza";"Eliza";"GNG";0,84;175,3;0,77;62;111,8;2
"wubby";"wubby";"RESO";0,84;183,3;0,79;66;123,8;2
"BODA";"BODA";"HLD";0,84;179,3;0,82;61;119,1;2
"Hound";"Hound";"KU";0,84;182,4;0,82;63;116,5;2
"hzm";"hzm";"FTL";0,84;199,6;0,89;64;132,3;2
"veta";"veta";"MiTH";0,84;218;0,99;76;128,8;3
"acApp";"acApp";"NGX";0,84;163,3;0,83;72;101,2;2
"l4cerr";"l4cerr";"UNION";0,84;165,2;0,74;67;107,4;2
"kELTN";"kELTN";"CG";0,84;175,4;0,78;67;109,3;2
"MT1";"MT1";"Meta";0,84;169,6;0,8;65;104,9;2
"Angeliya";"Angeliya";"T.AM";0,84;189,1;0,85;62;124,5;2
"andreewchl";"andreewchl";"Pana";0,84;178,4;0,8;68;117,1;2
"qpert";"qpert";"C9";0,84;163,3;0,73;69;108,3;2
"Daniel0";"Daniel0";"ZETA";0,84;197,5;0,82;63;127,9;2
"Shawn.1";"Shawn";"boom";0,84;243,3;1;78;138,5;3
"Maiko";"Maiko";"TBG";0,84;183,4;0,81;66;117,7;2
"minemosynE";"minemosynE";"BBL.Q";0,84;179,9;0,79;67;123,8;2
"Ryzera";"Ryzera";"EX";0,84;153,9;0,77;69;112,2;2
"rAx";"rAx";"Valo";0,84;164,9;0,71;63;117,9;2
"Fragger";"Fragger";"GTZ";0,84;167,1;0,81;70;106,4;2
"Tenker";"Tenker";"TYE";0,84;187,1;0,87;62;118;2
"AR5";"AR5";"TI";0,84;185,7;0,81;59;111,3;2
"Abyssal";"Abyssal";"XYZ";0,84;181,3;0,8;70;121,8;2
"Biscoit1n";"Biscoit1n";"B4A";0,84;199,2;0,88;63;122,9;2
"CHADO";"CHADO";"SNH";0,84;173,3;0,82;63;115,7;2
"Violette";"Violette";"TMV";0,84;163,8;0,79;67;108,5;2
"phoon";"phoon";"NBG";0,84;172,5;0,77;67;113,4;2
"Chels";"Chels";"+22";0,84;207,9;0,83;62;131,6;2
"Town";"Town";"Blin";0,84;175,6;0,77;65;113,1;2
"Vorwenn";"Vorwenn";"BTS";0,84;183,1;0,83;69;121,8;2
"Alexe1337";"Alexe1337";"+22";0,84;205,8;0,82;62;133,5;2
"V1CE";"V1CE";"LLH";0,84;134,7;0,67;74;80,1;1
"symFoNy";"symFoNy";"TD";0,84;196;0,93;71;122,1;2
"Magowi";"Magowi";"H34D";0,84;169,7;0,78;65;110,2;2
"DarKkKy";"DarKkKy";"SALT";0,84;173,6;0,8;64;117,4;2
"M7MD";"M7MD";"SCY";0,84;200,6;0,85;62;132,6;2
"tryst";"tryst";"AA";0,84;183,3;0,82;64;119;2
"Eira";"Eira";"Hz";0,84;199,5;0,86;62;122,2;2
"Asitte";"Asitte";"KE";0,84;222,4;0,9;60;137,6;3
"Nous";"Nous";"EXL";0,84;175,7;0,88;59;109,5;2
"kingHaS";"kingHaS";"GENK";0,84;150,7;0,75;64;99,4;1
"Veqaj";"Veqaj";"Espo";0,84;206,9;0,87;62;135,9;2
"Gaijin";"Gaijin";"Lixa";0,84;154,8;0,75;64;101,2;1
"fiveK";"fiveK";"F4Q";0,84;190;0,9;65;123,6;2
"gr3eps";"gr3eps";"Rebi";0,84;197,3;0,9;64;119;2
"Exequies";"Exequies";"ZOL.M";0,84;174,6;0,81;69;115,5;2
"Panic";"Panic";"AG";0,84;160,8;0,78;66;102,2;2
"k0chilo";"k0chilo";"REiG";0,84;192,9;0,8;66;126,3;2
"BadmaN";"BadmaN";"Medal";0,84;179,1;0,82;64;119,1;2
"kn1fed";"kn1fed";"Mustang";0,84;206,2;0,87;62;142,3;3
"diewijAs";"diewijAs";"PAM";0,84;204,2;0,83;65;129,1;2
"Paté";"Paté";"Cogn";0,84;177;0,84;62;113,9;2
"meechy";"meechy";"DSRX";0,84;166;0,85;71;117,2;2
"poegi";"poegi";"HEETI";0,84;222,8;0,88;63;142;3
"Nagi";"Nagi";"UOL";0,84;169,8;0,78;64;110,3;2
"ACTiV";"ACTiV";"TOG";0,84;169,3;0,74;67;113,4;2
"seoul";"seoul";"26 R";0,84;188,9;0,89;65;125,5;2
"NeXs";"NeXs";"NXLGA";0,84;169,9;0,82;69;115,8;2
"Overflow";"Overflow";"WLS";0,84;181,7;0,78;66;122,3;2
"Zerost";"Zerost";"SG";0,84;167,7;0,83;64;109,3;2
"Trayard";"Trayard";"Espo";0,84;168,3;0,79;63;112,4;2
"MenT";"MenT";"MLC";0,84;177,3;0,79;66;114;2
"Pedro";"Pedro";"EGN";0,84;178,1;0,77;61;114,7;2
"releted";"releted";"TC";0,84;188,6;0,76;71;125,7;2
"Exotic";"Exotic";"Valo";0,84;180,5;0,78;61;121,7;2
"JotaM";"JotaM";"Vamm";0,84;171,4;0,85;69;115;2
"Polkan";"Polkan";"New";0,84;190,6;0,81;64;123,9;2
"SkuLLL";"SkuLLL";"KZN";0,84;175,7;0,76;69;118,2;2
"oli";"oli";"iPon";0,84;178,6;0,8;66;122,3;2
"Floko";"Floko";"OVA";0,84;183,6;0,86;64;119,2;2
"ht";"ht";"Azules";0,84;180,1;0,89;67;110,1;2
"domo";"domo";"NOM";0,84;182,3;0,86;64;121,5;2
"Scarface";"Scarface";"MN";0,84;173,3;0,8;70;118,4;2
"JhoW";"JhoW";"RED";0,84;165,8;0,84;69;104,5;2
"Flexxin";"Flexxin";"Team";0,84;159,4;0,75;67;107,4;2
"RyZzi";"RyZzi";"DSP";0,84;184,2;0,86;63;120,6;2
"Fatal";"Fatal";"END";0,84;175,5;0,75;63;108,9;2
"xek";"xek";"Sunn";0,84;173,4;0,79;65;113,3;2
"johkubb";"johkubb";"Wint";0,84;199,7;0,86;65;130,1;2
"Khai";"Khai";"OOKE";0,84;190,5;0,78;63;130,3;2
"Tyler";"Tyler";"OP";0,84;172,8;0,76;67;113,2;2
"Hoppin";"Hoppin";"We C";0,84;175,2;0,77;62;113,4;2
"Miles";"Miles";"CG";0,84;193,4;0,88;60;124,9;2
"PlayMaker";"PlayMaker";"SPACE";0,84;190,4;0,79;65;127,4;2
"KAGE";"KAGE";"MYTH";0,84;167,6;0,8;71;103,5;2
"Foscmorc";"Foscmorc";"DEWA";0,84;195,3;0,92;65;126,6;2
"Kimmy";"Kimmy";"WEST";0,84;213,6;0,99;57;139,4;3
"Small";"Small";"z
																			ATS";0,84;176;0,82;69;118;2
"TKCC";"TKCC";"OOW";0,84;208;0,95;69;139,9;3
"Amber";"Amber";"TOP";0,84;186,4;0,82;65;122,8;2
"vesta";"vesta";"K16";0,84;200,8;0,88;63;142,3;3
"kellysama";"kellysama";"CLG";0,84;170,4;0,79;68;111,9;2
"YOKY";"YOKY";"SMG";0,84;166,2;0,8;70;108,2;2
"tRainspottingN";"tRainspottingN";"OA";0,84;173,4;0,66;57;112,8;1
"valeN";"valeN";"SNX.F";0,84;202,8;0,81;58;137,5;2
"딸기와";"딸기와";"크림";0,84;148;0,72;73;99,5;2
"Adenina";"Adenina";"MOX";0,84;180,8;0,85;68;120,3;2
"VINDICARE";"VINDICARE";"CHS";0,84;175,9;0,85;62;115,4;2
"dom";"dom";"Stas";0,84;192,1;0,8;65;125,9;2
"Carbyn";"Carbyn";"Free";0,84;183,6;0,76;63;124,3;2
"skye";"skye";"OGT";0,84;157,9;0,74;67;101,9;2
"Kraît";"Kraît";"MCS";0,84;181,3;0,8;65;119,3;2
"XERION";"XERION";"KC";0,84;188,1;0,81;73;113;2
"Dubbin";"Dubbin";"Stas";0,84;171,3;0,76;67;117,3;2
"hrZXv3";"hrZXv3";"HKB";0,83;214,1;0,84;62;137,2;3
"NXBLE";"NXBLE";"TAMU";0,83;203,9;0,81;63;139,5;2
"Dolfo";"Dolfo";"LN";0,83;190,7;0,78;60;129,5;2
"Intact";"Intact";"Mack";0,83;177;0,81;63;108,9;2
"TPQ";"TPQ";"GORG";0,83;176,8;0,79;72;114,3;2
"niciplesss";"niciplesss";"IRIS";0,83;183,9;0,86;63;120,6;2
"ferzy";"ferzy";"LF";0,83;196,3;0,83;60;124,4;2
"Pooky";"Pooky";"CNJ";0,83;168;0,8;61;111;2
"Legolas";"Legolas";"KUM";0,83;168,7;0,81;65;108,5;2
"Hakane";"Hakane";"FG";0,83;146,9;0,7;67;100,8;1
"ESUH";"ESUH";"Dead";0,83;195;0,84;65;124,2;2
"LATEKS";"LATEKS";"NAVI";0,83;171,6;0,82;70;111,1;2
"Kiiyo";"Kiiyo";"BGN";0,83;172,4;0,77;66;112,6;2
"Cille";"Cille";"XSET.P";0,83;171,1;0,79;66;115,3;2
"Kip";"Kip";"Cone";0,83;172,1;0,8;65;114,3;2
"DEA";"DEA";"NWG";0,83;189,1;0,83;67;123,2;2
"Sushi.1";"Sushi";"EBG";0,83;180;0,75;58;115,9;2
"Paula";"Paula";"RBLS";0,83;163,4;0,79;67;112,9;2
"Yuno";"Yuno";"CGN";0,83;187,9;0,84;65;125,1;2
"nico.1";"nico";"X13";0,83;215,8;0,86;62;138,2;3
"RESHURA";"RESHURA";"STORM";0,83;195,7;0,79;66;127,6;2
"cheeze";"cheeze";"Home";0,83;167,9;0,8;64;114,2;2
"mizi";"mizi";"BD.FE";0,83;162,9;0,78;68;109,2;2
"SinanVaoV";"SinanVaoV";"36NU";0,83;181,7;0,91;61;99,3;2
"Freed0m";"Freed0m";"FCY";0,83;212,2;0,83;64;136,9;3
"demon";"demon";"TR";0,83;200,5;0,83;61;131,4;2
"JazzyB";"JazzyB";"WR";0,83;178,6;0,82;62;115,7;2
"YMONstah";"YMONstah";"AIM";0,83;154,4;0,8;71;108,8;2
"FifTy";"FifTy";"DTN";0,83;183,5;0,82;66;115;2
"Scroll";"Scroll";"TLP";0,83;197,5;0,85;64;130,3;2
"Uncreative";"Uncreative";"RILL";0,83;178,4;0,81;64;114,8;2
"Bully";"Bully";"eM";0,83;172,9;0,8;63;118,7;2
"Lex";"Lex";"TOP";0,83;198,4;0,84;63;134,9;2
"beyAz";"beyAz";"DA";0,83;178,2;0,82;65;122,4;2
"david";"david";"9z";0,83;182,3;0,8;65;122,9;2
"zinc";"zinc";"Roya";0,83;169,4;0,76;67;112,4;2
"Izuchii";"Izuchii";"AvgJ";0,83;160;0,73;58;104,9;1
"Saiz";"Saiz";"ESP";0,83;179,2;0,83;67;118,8;2
"Asia";"Asia";"BJK.FE";0,83;171,8;0,73;71;110,2;2
"Tajna";"Tajna";"BJK.FE";0,83;164,2;0,77;64;110,6;2
"LBuddy";"LBuddy";"East";0,83;196,5;0,76;65;133,6;2
"Singularity";"Singularity";"GFH";0,83;198,2;0,84;63;125,4;2
"we11Lin";"we11Lin";"FA";0,83;138,7;0,72;68;86,7;1
"jNwOw";"jNwOw";"LGD";0,83;171,5;0,79;61;115,3;2
"tsu";"tsu";"Supr";0,83;216,3;0,79;59;135,3;2
"rbM";"rbM";"MP";0,83;162,8;0,68;71;96,8;2
"Snowwi";"Snowwi";"MRB";0,83;167,3;0,81;67;108,9;2
"Zero";"Zero";"HKB";0,83;173,8;0,75;62;112,5;2
"drakk";"drakk";"SFT";0,83;208,3;0,81;61;127,3;2
"cevv";"cevv";"OOKE";0,83;181,5;0,8;68;115,8;2
"vlt";"vlt";"TWQ";0,83;204,3;0,91;62;125,6;2
"reign";"reign";"Egir";0,83;202,4;0,88;67;134,3;3
"ShreyUwU";"ShreyUwU";"TOP";0,83;174;0,76;63;116,7;2
"Joanne";"Joanne";"KARM";0,83;184,5;0,78;57;127;2
"N0";"N0";"NAME
																			UP.F";0,83;225,4;0,9;66;149,8;3
"Zechi";"Zechi";"Nth";0,83;214,3;0,98;61;137,4;3
"NBria";"NBria";"OneS";0,83;192,3;0,79;70;140,1;2
"exotic";"exotic";"LFO";0,83;182,1;0,83;65;123,5;2
"guslump";"guslump";"CGN";0,83;185,5;0,84;69;116;2
"Felurian";"Felurian";"Ista";0,83;232,7;0,85;60;151,3;3
"exodia";"exodia";"TR";0,83;158,5;0,71;60;106;1
"w0st";"w0st";"OW";0,83;207,3;0,88;62;125,5;2
"jekor";"jekor";"TLP";0,83;183;0,78;64;120,1;2
"KLOPZ";"KLOPZ";"Voya";0,83;180;0,79;68;116;2
"Furzaan";"Furzaan";"FIU";0,83;181,5;0,79;56;121,7;2
"Aidargh";"Aidargh";"TDK";0,83;210;0,85;56;137,5;2
"Kyria";"Kyria";"RBLS";0,83;156;0,69;72;102,8;2
"Supiree";"Supiree";"SKC";0,83;194,9;0,81;61;127,2;2
"miyara";"miyara";"Over";0,83;174,4;0,8;67;115,4;2
"SunSet";"SunSet";"010";0,83;183,8;0,85;68;120,9;2
"Aegis";"Aegis";"BK ROG";0,83;190,3;0,85;63;119,4;2
"reshi";"reshi";"9z";0,83;190,8;0,85;67;129,6;2
"esavgabiN";"esavgabiN";"NAVI";0,83;160,7;0,74;66;115,6;2
"AlDBoOR";"AlDBoOR";"OPY";0,83;185,4;0,8;69;122,9;2
